salary,rent,groceries,transportation,healthcare,food,shopping,personal_care,education,electricity,water,insurance,loan_emi,loan_interest,loan_term_years,smoke,dine_out_per_week,monthly_savings
5339,878,792,184,265,319,272,109,235,98,72,475,557,3.8929646675531213,21,1,4,986.1826422439831
9065,1802,606,479,217,193,262,36,326,61,30,241,521,5.0296306337052155,15,1,5,4097.003618939253
3755,2849,529,248,272,139,194,172,183,151,59,407,849,8.804364435141803,8,0,6,0.0
8754,754,485,300,242,436,54,181,479,94,38,467,472,6.760025773458134,6,0,0,4682.816180341582
8930,2207,346,176,86,418,190,45,345,182,69,246,625,7.783226497182634,4,0,1,4156.998601143217
8402,1191,583,460,241,347,70,25,342,114,76,465,463,4.2865278531320605,18,1,1,4043.212084240513
8663,1787,210,349,178,316,166,29,185,160,53,128,718,5.649537946561429,20,0,6,4329.278469347447
4869,1333,475,152,192,487,164,100,211,160,98,347,966,0.6824759580090378,22,0,2,184.87249449666405
7472,2971,767,399,62,253,93,150,168,85,11,209,715,0.7212756843980972,18,0,6,1609.1258549026036
8275,2760,502,401,206,450,253,78,461,148,24,410,351,8.695727005852564,26,1,1,2281.8961869445816
3507,2535,403,392,232,161,358,131,385,61,48,327,706,5.070303952998936,1,1,2,0.0
4436,2467,544,393,94,339,371,99,250,62,49,385,896,1.0896097300459995,21,1,3,0.0
5575,599,465,208,53,289,175,67,275,89,56,414,823,0.74902203465255,26,1,0,1949.6746980537114
6426,2352,221,464,241,245,169,170,297,194,85,185,810,9.195372822841113,7,1,6,1016.9127325683135
3558,2855,735,187,64,109,263,110,141,122,61,152,764,1.7058642593331685,14,0,4,0.0
6102,2071,295,265,285,391,362,152,128,152,97,421,470,4.3161917174968965,22,1,2,1115.1679982401508
9403,611,644,366,153,229,360,185,184,199,15,394,162,7.826578912744939,3,1,4,6083.626236290727
7516,682,462,192,225,159,179,95,426,105,79,124,320,8.67186056965613,13,1,2,4614.26585067563
8648,664,783,272,253,274,143,104,328,111,57,400,747,8.643207087920658,26,1,4,4366.378534118126
6622,2637,582,163,233,172,114,26,272,106,67,107,939,8.834119788319601,19,1,6,1174.0481348600847
7399,2523,749,225,266,338,254,164,140,192,99,451,83,1.503290393439366,3,0,2,1898.4106076335072
8037,954,591,467,140,278,236,28,300,142,12,207,207,4.28284853620479,4,1,0,4481.479503196904
7057,2785,739,329,247,166,261,108,418,169,55,298,484,6.600327245114661,6,1,6,1003.1654637975844
6715,2522,291,204,264,180,240,193,474,103,27,185,812,9.012178109134725,29,1,1,1298.4947167183313
9685,1226,765,308,192,176,310,56,199,193,65,320,546,4.283290410216891,25,1,6,5125.972525579096
4301,2605,358,161,88,347,371,154,484,129,42,478,548,6.211833516798329,24,0,1,0.0
8185,1041,427,339,246,294,139,36,450,164,26,101,576,9.598319477834565,7,1,6,4391.425251012675
5155,2437,672,160,264,167,294,138,319,171,41,457,942,9.641905452934918,0,1,1,0.0
9411,1521,571,445,128,437,199,60,246,176,85,340,310,6.665045046043848,7,0,2,4824.294989065086
9365,2949,575,111,266,155,189,83,164,161,94,498,673,5.031518991623011,0,1,2,3504.718000999911
8923,1341,752,236,109,198,342,102,192,178,11,346,20,5.7247213090408655,29,0,6,5009.705277509133
8649,2202,236,294,143,369,168,76,301,172,35,247,793,9.012233952318821,11,1,5,3622.5060097863166
3692,2189,236,173,221,499,296,64,391,165,48,445,13,6.932382849381781,10,1,2,0.0
7350,1018,300,462,92,175,147,92,309,120,72,238,145,2.411917843938535,14,0,3,4088.886976283186
4478,696,742,485,181,430,219,128,319,141,26,314,855,1.9479516165855182,4,0,5,0.0
9396,2593,389,235,126,165,359,129,399,137,43,396,546,1.6714283340960001,11,0,3,3950.84847017938
3256,1920,711,471,227,132,116,155,482,57,28,167,448,5.967240706788138,27,0,3,0.0
5430,2188,289,142,281,368,105,129,362,93,71,359,245,6.356429000555669,24,0,3,749.4581805521265
3441,1499,205,138,88,129,95,128,137,145,41,403,238,0.7941554219106817,3,0,4,232.9782994933612
4881,2621,338,130,103,125,54,110,204,77,59,356,527,7.46770500982341,5,1,6,40.85374535239613
5646,2137,294,241,200,469,105,106,350,173,95,442,572,5.51430934540323,16,1,4,502.7982019721202
8209,2882,585,419,237,309,200,157,353,161,54,315,365,2.9915477825571735,0,1,0,2198.467407781116
6820,2370,322,458,257,368,367,63,377,184,63,416,503,9.564276724154016,5,1,3,930.4298571339023
9533,1132,484,452,212,423,190,67,336,183,91,254,870,4.943644526524858,6,1,6,4763.004341750832
7677,1074,565,143,103,222,364,90,302,94,97,170,357,4.7740241506532834,14,1,4,4171.613855618028
4735,2843,689,287,235,132,333,21,153,63,10,133,532,4.420604755333137,6,1,2,0.0
6735,1607,524,452,111,242,55,99,310,132,75,352,983,5.597192699113509,7,0,2,1875.5173218047714
5645,1538,606,101,257,244,238,137,105,108,49,295,25,0.4781052114688211,16,1,3,1845.517710379017
3018,2390,718,391,225,361,366,25,300,138,33,101,174,0.4708571354860591,29,0,1,0.0
4124,977,276,410,184,104,268,99,463,86,61,467,813,4.621458729334673,19,1,6,0.0
6985,2866,433,469,296,260,222,108,384,131,11,391,499,7.652835873048252,28,0,6,954.3986378498917
5654,2915,785,442,222,409,142,64,142,114,70,346,358,5.19394779964959,1,1,3,0.0
8476,866,683,424,62,243,61,29,294,146,36,493,17,9.21920058321802,13,1,5,5277.111459395389
8661,2336,663,466,230,251,212,156,347,90,75,326,424,6.369836276469377,18,0,3,3057.824161392942
5080,2925,470,435,164,480,367,51,464,132,96,332,215,0.08496532085284225,14,0,1,0.0
9089,2215,666,395,291,104,54,21,417,146,42,318,235,4.474520299485408,29,1,1,4106.031521752843
4547,2117,668,123,270,294,115,40,368,64,43,443,859,5.519600274298341,16,1,6,0.0
3861,512,746,472,88,224,252,150,470,136,71,406,275,0.1646039134670474,27,0,1,28.67429619737871
3154,1035,469,203,133,175,373,112,291,126,41,478,892,1.066918155976918,9,0,0,0.0
6494,2817,577,161,291,405,391,140,146,77,12,299,614,9.985830671905639,11,1,1,648.9849512481433
3904,875,376,252,270,268,242,42,287,189,64,179,464,6.755680549983284,5,1,4,469.81502262939165
4269,2224,473,362,297,316,385,184,370,62,36,329,468,6.756535758811316,22,0,0,0.0
3404,756,226,393,195,282,115,55,360,52,85,378,241,5.696916173915291,19,1,3,327.80314863167746
3843,2764,775,474,199,436,218,33,168,112,17,456,913,8.960406477955836,26,0,6,0.0
4782,949,259,342,213,212,204,34,357,78,29,214,113,2.884953803073298,15,1,6,1644.430578579003
4564,1393,416,441,154,375,125,54,213,164,61,336,65,8.531039034373428,24,0,6,783.4926232831019
4184,1684,469,441,230,277,310,139,393,113,26,121,228,0.966965964414731,3,0,1,0.0
3746,2579,315,446,161,224,182,41,341,143,42,240,675,9.748883196794592,26,1,5,0.0
4725,2347,444,220,277,390,391,194,193,125,64,417,912,8.175517397184365,27,1,4,0.0
6188,1783,284,452,121,422,190,55,281,134,84,327,298,0.024017750719926845,9,1,1,1751.136007615041
3270,1808,798,272,52,298,385,34,394,175,82,430,581,0.5965186583353854,12,0,1,0.0
7865,1109,649,202,239,237,395,140,352,115,80,169,418,0.8480550895326833,4,0,0,3864.118796752748
8811,1416,735,259,206,317,186,115,119,165,25,172,231,6.837689598825568,16,0,5,4839.192787498897
8606,2125,288,356,122,396,225,178,349,145,88,353,481,6.844579340290605,20,1,4,3615.0344324708653
6956,647,748,301,57,267,337,188,384,194,73,458,439,0.8123025754736646,2,0,4,2874.566121842401
3171,1155,706,144,271,233,388,119,116,170,97,251,981,4.483309662561156,2,0,3,0.0
3273,2614,607,163,125,260,85,108,471,105,49,390,612,2.376595442464058,28,1,3,0.0
5306,2316,470,295,223,371,192,93,150,163,67,266,351,3.9902531044062117,22,1,4,208.63958151711324
4158,1802,723,490,141,379,186,45,235,56,92,188,265,2.3927963198085953,2,1,6,0.0
4706,942,693,169,233,347,65,49,248,89,32,318,325,4.159600634997195,19,0,2,1157.9111013676686
4771,898,647,280,155,321,299,141,250,50,16,269,460,6.422868130477636,19,0,6,732.6485503443564
3421,1651,742,430,294,415,55,122,214,162,68,420,325,1.5384473953123845,2,1,6,0.0
8540,2733,549,346,98,476,121,159,446,88,68,367,995,2.1831662323306613,13,0,0,2135.0037129483953
4209,2716,527,428,92,429,210,50,361,170,12,356,544,3.5725478026172732,7,0,5,0.0
9507,2207,485,257,187,494,273,128,279,178,39,304,897,9.798454327625764,25,0,6,3780.039752861897
9521,2487,234,285,190,271,364,130,235,123,19,266,847,6.3622565970099565,0,0,0,3957.7482064853343
7675,2170,732,330,234,358,85,130,198,124,22,395,807,9.154955473134619,26,1,3,2091.249958196162
3890,2081,687,172,51,355,83,101,424,151,48,233,664,8.56196604549668,24,1,5,0.0
7817,1006,686,154,114,267,62,21,388,135,86,256,851,5.588165156055745,4,1,6,3786.9528354180216
6267,660,344,342,135,219,251,97,289,105,73,277,730,2.7596601050060174,25,1,6,2753.217052295566
7976,839,723,401,146,118,106,167,290,50,34,167,813,2.574981332134204,3,1,4,4139.516449578135
8217,2325,345,452,257,395,56,167,315,90,50,122,910,5.690675236048061,6,1,6,2688.1396767774395
9748,1998,702,492,219,408,364,53,259,188,49,363,999,5.570714352963368,7,0,1,3579.5368174268
9103,2123,726,314,235,346,160,79,410,55,71,200,841,5.596486385885951,26,1,2,3486.5277968638356
9165,1986,471,114,270,304,165,53,388,127,49,101,485,3.668482260761623,7,0,2,4744.316624209736
4473,2006,733,246,59,166,356,184,265,145,43,341,510,7.076618633645435,21,0,3,0.0
6243,1676,294,243,112,441,308,146,357,197,88,359,218,4.081783952076692,7,0,1,1872.4216621629478
7478,1322,646,124,152,444,204,38,335,166,12,406,144,3.51257425662289,25,1,1,3454.947957187445
5181,1284,614,198,248,284,255,71,308,53,61,248,597,5.05356324226263,0,0,5,1057.1974542208623
4449,630,456,278,110,486,359,63,493,96,55,408,998,8.948269721419923,10,0,0,155.92011268494173
6096,1975,461,432,50,441,143,105,328,199,95,125,13,7.061951626275121,19,1,4,1569.1068994827626
9646,1999,286,273,203,207,241,174,165,142,78,331,624,8.14058381402916,11,0,1,4805.196480820405
6256,1280,635,362,286,264,339,57,321,91,50,260,746,5.344157227116084,7,0,4,1661.9767731395586
6156,2207,769,389,54,220,328,111,114,150,95,249,411,5.439144766264347,22,1,4,1204.5331022628204
4590,2269,307,157,84,183,97,168,471,84,69,105,760,8.601821872106939,18,1,3,0.0
8882,1818,218,433,174,401,104,185,416,164,38,183,71,1.4603602157635331,18,0,6,4516.938419430035
7239,2438,564,378,190,360,66,32,258,180,17,385,903,9.616901133278917,1,0,4,1387.2778065739005
8982,1958,578,244,76,206,384,112,344,100,13,206,796,5.203007510829504,11,1,2,3902.2742837376527
6981,875,359,496,189,222,111,168,350,61,34,332,296,3.2576271434233197,14,0,6,3483.183689405371
8798,2751,299,221,143,172,174,61,265,191,59,412,192,3.1469477544001876,24,1,2,3908.407533226202
4435,1160,464,126,99,436,286,115,256,81,32,107,876,0.4202546873571811,3,1,6,368.58224306003945
3223,2622,248,165,273,412,110,67,305,99,34,462,53,2.884381209815131,2,0,1,0.0
3219,1903,614,200,236,253,93,65,220,117,79,191,200,4.278786930217403,22,0,4,0.0
7274,1240,258,487,208,388,376,133,270,78,30,259,775,7.005530033701939,8,0,1,2694.2693259535536
4654,803,382,193,118,196,177,97,221,80,65,403,387,2.7906589928434613,18,1,0,1417.615647191261
7528,1585,646,166,214,391,308,76,378,73,12,108,724,6.576629992233858,19,0,4,2780.679365486647
3264,1285,500,349,51,448,250,71,124,60,88,143,888,6.0069282634142995,17,0,0,0.0
3953,1710,754,241,151,377,372,41,255,176,30,358,324,4.466424178481406,24,1,6,0.0
7524,728,553,366,248,353,161,36,198,79,92,399,872,0.09716564158837371,17,1,2,3379.752941660562
6733,2354,412,139,242,181,192,116,449,68,92,405,703,5.886557381700266,7,0,6,1335.6880568277447
9559,767,388,314,52,116,256,121,318,55,58,327,240,1.1018795281986216,6,1,1,6460.114597918133
5774,753,546,230,197,399,189,45,299,179,55,403,569,0.12957891256530463,13,1,0,1918.8039682287592
9340,1369,336,100,179,279,276,186,467,173,87,362,40,0.9958528952520318,6,0,4,5675.374271216951
8673,2634,229,108,91,315,368,90,182,68,77,109,505,1.9237984577952005,7,0,5,3853.7552425366916
6124,1704,345,467,92,121,185,198,484,89,40,433,552,4.855725906267049,4,0,3,1444.5385581902867
3479,1548,667,428,70,335,339,177,464,195,55,355,485,7.5332057442912195,21,1,1,0.0
6514,2769,702,479,94,484,249,60,463,154,84,245,214,9.43924431790019,21,1,6,659.16935940155
4353,1489,390,431,273,310,327,180,375,85,53,132,757,2.8523021450769317,7,1,1,0.0
6322,896,670,484,289,385,355,69,321,105,54,189,627,5.592934741638933,8,0,6,1823.2225695642576
6878,1437,544,243,69,306,189,186,128,101,84,419,982,9.954956067027904,19,0,5,2006.781300230462
3889,939,200,449,220,424,199,47,235,103,58,138,186,5.8745514285162574,13,0,1,489.72440001969926
6854,2427,309,427,227,354,140,165,161,105,13,283,385,5.897136240631785,25,0,0,1811.3721411117701
3924,2858,263,401,272,444,235,93,497,166,89,180,194,1.6281678590870374,5,0,1,0.0
5170,2507,252,237,92,110,131,147,265,167,66,206,778,3.1333058749582,14,1,3,244.27656173028785
4902,534,461,457,274,406,68,85,230,163,65,165,27,1.9028423241200565,14,1,5,1999.4933303702244
8506,2764,728,396,73,418,182,133,358,69,47,459,251,9.262133600856963,15,0,5,2627.809966320074
8458,1220,501,278,131,441,321,190,410,50,15,200,115,4.64159185827288,9,0,0,4625.3131553819685
7873,1018,433,377,133,478,218,32,305,72,91,195,898,3.5778629383313234,11,1,2,3670.7813690897674
5395,768,272,243,109,133,68,20,262,87,98,473,200,7.332623245392216,26,0,1,2676.5334708987293
3028,1137,556,438,81,220,302,179,399,69,33,423,223,3.469232268313477,12,1,2,0.0
3034,1848,683,289,171,335,242,108,271,53,61,454,748,8.680327725083462,27,1,2,0.0
6589,1879,205,430,54,282,327,29,468,173,48,451,179,6.7567789871922725,9,1,1,2027.1433792341845
8515,589,336,369,179,177,194,162,268,151,82,366,493,0.4396408201386126,24,0,2,5083.47808167644
5670,1565,603,286,203,222,84,146,254,183,46,472,73,5.598540117880448,13,1,3,1534.0130547734068
6365,1888,754,253,74,375,216,164,191,139,43,122,496,8.22414354721775,12,0,3,1735.042777673712
3588,2194,769,271,227,307,293,73,255,178,49,274,651,9.409098318348022,19,0,6,0.0
6218,1889,405,346,135,285,122,170,104,177,49,159,171,3.027456918671758,23,1,4,2196.260652469125
6138,2835,609,488,216,116,360,90,270,163,46,458,439,2.9174049367330657,15,0,2,228.3068393815021
3903,980,235,110,135,389,182,69,290,129,59,219,147,5.456355218016765,25,0,3,963.9063523617467
9663,1000,429,146,124,353,122,78,138,136,20,151,188,0.1658917164082141,4,0,4,6820.455211231666
7086,2161,426,365,60,198,164,183,109,154,87,404,936,2.9507047915425244,26,0,0,1978.782192790621
5169,2599,461,416,240,246,316,25,162,54,68,462,651,7.6643820247023,29,0,2,0.0
3339,602,330,210,286,471,383,128,364,115,35,469,520,8.631634482690453,13,0,2,0.0
7270,1947,776,400,117,213,159,51,183,59,69,131,280,3.928369796471929,21,0,1,2777.4808802708435
9019,2463,647,402,146,196,217,72,466,167,17,347,970,9.16249424615241,6,0,4,2863.0041229038966
4714,2139,385,473,195,481,265,127,128,72,37,265,264,2.8292162126042406,12,1,6,0.0
7692,1827,385,496,272,475,389,88,494,96,93,145,236,0.3872910747355174,29,0,0,2714.2475994616498
7546,2974,473,378,157,421,146,102,312,193,69,434,876,1.654117052793277,27,1,3,1188.058251898211
3556,2179,551,391,171,427,129,21,454,89,98,161,396,8.669062381121572,24,0,5,0.0
8255,2657,612,351,205,448,266,62,320,65,19,259,140,9.681746143106064,17,0,4,2941.371274919602
6087,2088,350,175,91,269,235,59,370,60,72,197,646,6.072846490266636,3,0,1,1556.279366793393
8452,567,583,274,109,406,113,23,308,100,70,125,651,7.298428373204466,8,1,5,5132.315282748265
6266,2936,235,208,199,298,116,94,251,161,84,470,936,8.346508105848784,17,0,4,284.2316421335438
6567,2173,525,439,217,276,145,193,134,159,35,498,214,1.908182711025025,22,0,6,1602.750018674448
5056,807,664,435,111,223,83,124,160,129,32,428,282,5.49819614396796,11,0,5,1564.5554653166098
6899,1875,665,113,180,256,394,167,375,138,72,168,731,9.381574847110942,10,1,2,1709.1766562005612
9477,2322,294,280,120,194,283,141,413,116,28,453,414,3.5588521141082454,0,1,2,4527.952183693915
4016,1589,333,421,240,385,212,33,199,114,27,376,63,9.905430336054597,0,0,3,7.411848524284368
9470,959,361,371,170,198,206,118,302,61,59,294,311,7.056070003660823,4,0,2,6067.624877382628
5062,2894,755,142,69,466,330,128,346,184,28,257,801,6.720728888567668,26,0,3,0.0
3838,2872,499,201,284,468,77,161,321,95,24,232,779,0.29367768496197266,6,0,2,0.0
4637,1166,555,212,248,334,118,196,287,145,25,481,579,0.1030255688631343,23,1,5,119.52750411370087
7321,2122,439,292,120,289,381,150,185,71,29,315,275,1.5817806586006866,17,0,6,2644.508973930382
6496,1556,763,108,270,393,387,40,187,125,28,279,931,9.330684766646636,14,1,4,1267.4356229320558
4813,567,785,248,203,372,279,80,241,183,84,115,962,7.923347788698393,28,0,3,488.7283224998904
6479,2734,366,437,218,429,399,21,263,87,80,233,92,5.163684198363043,18,1,5,950.8057538327405
9256,2739,339,323,180,484,186,168,240,154,28,267,112,4.914473275667507,5,0,4,4072.5931954237158
9116,1736,338,209,220,117,161,29,356,134,97,253,197,1.280785061125741,3,0,5,5164.094900826124
4451,2123,434,453,194,273,348,110,469,141,40,411,68,3.867682216419067,29,1,0,0.0
9144,2975,202,183,281,480,74,137,190,98,61,228,574,1.4990738705181306,8,0,4,3585.1885623967632
5313,1874,455,142,133,405,143,166,368,162,57,285,682,2.7242101865275457,4,0,0,479.7723154406287
4514,2763,570,165,147,219,115,95,262,64,17,439,354,0.06401404801208321,6,1,1,0.0
4231,676,477,487,230,355,66,196,491,82,59,281,139,3.8206469312050895,8,1,4,673.7238377020607
4645,2088,715,478,229,195,158,99,117,145,70,337,822,6.705787465627631,18,1,5,0.0
8831,1853,411,208,210,409,327,27,261,95,97,430,869,6.872649124024949,16,1,2,3688.4876281083666
5999,1125,415,201,257,130,59,120,151,167,17,394,558,4.1646489335705414,28,0,2,2435.6902894527657
6440,678,469,234,109,196,395,108,425,190,22,359,467,7.294578762337766,3,0,4,2566.778150589944
7056,894,675,185,264,292,190,171,157,164,83,273,728,4.242859356620156,4,0,4,3089.426322170487
3305,1668,727,183,117,332,347,66,382,109,28,397,351,9.027568827206027,17,1,0,0.0
9155,1375,263,326,233,145,77,101,245,186,59,385,627,3.1636474147665625,8,1,2,5167.898676979969
6536,1461,659,359,154,390,149,168,156,155,32,464,632,6.025658457027848,4,0,5,1608.850479803903
4723,697,215,479,241,335,236,143,479,171,66,377,706,1.0212318741950555,20,1,5,603.0915688369807
4689,1468,763,119,281,148,316,27,469,53,39,267,365,5.001355145073548,27,0,1,415.9681354545659
4517,1168,218,134,274,436,257,166,108,141,38,488,445,3.785119657832693,16,0,1,595.1497217864753
8487,1776,524,452,185,261,386,49,291,70,70,399,374,2.570137793222187,15,0,4,3725.4015212991976
6917,2410,292,342,246,384,360,110,178,189,44,346,246,3.1715895565095362,16,0,0,1922.6097155657187
3419,571,216,369,210,233,310,173,250,126,18,232,574,3.184534825579676,14,0,3,80.74104727402204
5936,722,687,322,298,356,118,167,414,175,81,342,512,4.8415122939708795,25,1,2,1624.716767891817
6862,2823,293,403,202,282,87,135,294,99,34,433,896,8.433107475209368,26,1,2,831.2573329102319
9314,1769,209,257,248,126,115,124,300,190,73,302,577,4.871380681716351,26,1,1,5048.9000794783105
7229,1864,727,384,160,239,284,97,377,141,46,376,243,2.0830800729955445,0,0,1,2288.5451167951396
9126,1423,688,135,184,359,113,192,183,166,47,387,908,0.6912700264221883,12,0,1,4232.144822758865
4450,970,343,397,108,179,284,83,362,198,17,448,81,3.495672018069401,22,1,4,1069.3857315763616
6096,2554,753,128,82,279,202,49,472,59,99,422,105,1.5728120496202491,26,1,3,844.9435529006956
8649,687,714,490,90,483,229,197,244,168,84,496,105,8.357575538828977,2,1,3,4716.49248131856
6261,2551,669,496,210,366,215,189,486,141,49,233,492,9.94979010492882,4,0,1,223.398723755233
4164,2168,576,354,78,151,382,175,490,160,32,477,596,8.485697171882304,15,1,4,0.0
4869,1648,693,496,285,183,324,77,332,188,54,147,961,3.8468770382999917,17,0,5,0.0
4819,1459,683,241,216,255,148,50,250,79,10,322,983,0.8104991632811875,29,1,0,266.17953052876106
5705,1129,651,233,234,427,74,109,136,180,58,378,325,7.094064359382497,1,1,5,1855.3975629119207
6515,1274,735,243,154,203,353,119,423,50,18,457,63,6.680937865594144,29,1,5,2226.0993766046213
4342,859,274,396,273,445,122,147,300,81,49,472,706,0.6722685653478766,0,1,6,193.41370112514375
8560,1017,239,467,150,196,84,78,461,88,37,169,817,7.887796839724983,26,0,4,4657.810789043434
5226,1843,501,440,285,224,192,130,291,134,17,249,589,8.245334954493602,23,0,5,423.37366656788794
4079,2469,751,344,270,282,263,135,117,179,46,144,30,7.1778478903512175,23,1,2,0.0
8274,1420,261,353,113,426,254,31,262,195,91,157,477,7.276742183727105,20,1,2,4196.098402887264
8791,1434,702,463,135,153,354,64,378,184,80,139,648,6.897736955857149,7,1,1,3898.05964187103
7206,2486,444,499,115,401,266,85,450,54,27,404,576,4.3615184940552085,17,1,3,1684.1080145028993
9280,1400,217,104,163,263,394,123,311,95,85,133,101,6.163069701389279,4,0,3,5894.819621168066
9375,2228,597,365,171,483,281,179,234,52,77,329,694,6.167964591040843,24,1,2,3642.8350821746058
7563,2946,793,338,58,248,135,188,288,190,86,298,284,5.377538808888076,8,1,2,1548.7399029353855
5779,1869,388,349,78,389,218,117,431,116,84,100,216,6.039090369159945,17,0,1,1423.4737308965045
5528,1718,303,390,146,477,174,88,342,121,89,451,38,3.994453680470962,10,1,3,1171.4351842495987
3813,2715,543,130,123,186,378,24,284,164,53,121,979,6.782941224731803,14,0,6,0.0
8368,876,570,219,173,261,285,82,295,181,87,331,907,2.2700322241531867,12,0,2,3947.8261379323576
8089,2274,232,178,205,267,194,23,495,148,25,294,33,8.532878669206381,10,1,5,3538.3224412247037
5031,2005,573,494,159,234,154,134,344,125,61,295,149,8.50931815222057,6,0,6,461.3235230644883
3322,1767,377,108,102,189,393,60,114,73,62,226,747,4.978621275197568,17,0,6,0.0
5969,1510,211,143,223,407,313,159,485,151,95,308,955,4.965927515390254,24,1,5,1031.4556217698714
3903,1694,655,471,216,404,183,184,477,68,27,326,717,3.990476858549145,0,0,1,0.0
4541,1730,448,321,125,474,58,117,274,149,49,481,57,0.457423554764107,13,1,0,343.51150918370024
9095,1677,647,243,107,180,64,74,411,131,70,314,987,1.4326504477132151,9,1,6,4193.0707590587845
8911,2595,769,219,263,450,113,64,196,89,34,320,62,7.144881604687626,29,1,6,3710.20427973312
6503,2172,203,152,231,330,227,175,113,176,44,465,186,1.4274099953886688,8,0,4,2031.2970559275864
5653,2428,435,164,183,188,173,78,254,83,80,351,70,4.120450011263167,19,1,0,1068.9091750083169
5476,672,372,275,94,392,60,154,487,173,93,297,125,3.5422609754223346,24,1,0,2140.9303230422624
6340,2945,521,169,217,498,144,187,265,56,36,346,5,2.195262767962609,27,0,2,897.6183033304271
7243,793,570,401,200,101,169,140,203,124,19,149,547,5.288401810362635,22,0,3,3648.917404350945
4141,1051,747,220,166,494,350,144,311,87,84,123,799,3.6307075924904852,15,0,2,0.0
3849,1970,495,476,171,451,295,71,229,196,29,165,236,7.595327229651826,27,1,0,0.0
3366,1539,599,302,275,321,126,30,103,94,42,495,826,6.389722027793903,19,1,4,0.0
5897,2162,257,388,219,116,143,115,340,197,86,221,502,4.805375994633289,29,1,0,1218.5721294165714
4089,1384,729,279,215,295,364,197,251,169,89,488,729,5.754777349796929,22,1,5,0.0
7041,1872,747,180,193,219,202,69,236,179,20,178,437,4.311790655029629,26,0,2,2532.651264628127
5038,1726,607,154,123,341,289,115,246,86,78,304,69,7.833880816267293,25,0,1,924.1849244347355
5860,633,712,278,224,273,189,142,289,80,76,109,33,9.604135643788595,25,1,2,2714.8344434160986
7270,1270,263,197,198,131,134,67,268,91,68,121,682,7.668386179995551,25,0,2,3800.354668135419
4854,1589,773,209,293,374,265,153,227,55,75,320,943,8.617053380143748,21,0,2,0.0
7683,979,619,252,123,294,331,69,191,159,62,340,561,7.836636752897649,5,1,3,3752.1860011080935
3494,1362,345,224,252,103,342,101,176,186,47,464,156,4.0761172419660205,6,1,1,3.544037964083884
8233,958,471,190,198,380,290,150,177,135,19,490,261,8.541578819268212,3,0,3,4267.618871319602
6182,1125,216,393,74,120,72,60,213,188,15,185,64,0.37949922033033046,3,1,6,3520.578897193753
4784,658,297,492,173,337,370,47,173,167,94,103,391,8.855542968094532,19,0,5,1465.2648590158622
6510,2708,651,136,110,192,94,179,224,132,43,165,888,4.70014355971562,24,0,4,897.8906489862754
6786,1777,442,104,147,188,123,186,311,154,58,441,327,3.2999391462914685,23,1,3,2575.9021104649055
8266,2507,678,437,103,212,151,166,292,65,41,284,665,5.251620908790395,6,0,0,2532.779294326108
7130,2420,400,249,272,320,333,148,175,62,38,187,149,6.879586521421227,29,1,0,2552.433059464584
3998,1439,672,465,268,197,121,180,326,190,74,381,108,6.1529380495850265,4,0,5,0.0
8428,2072,378,495,266,241,90,52,439,192,42,121,527,6.181005395948096,4,0,4,3449.5430975875647
9681,2702,707,415,109,249,328,30,431,67,26,301,969,0.9995677955622939,8,0,0,3146.21043952714
9893,931,652,271,219,147,261,47,239,193,58,161,656,7.289946634748623,22,0,0,5973.465821657004
8133,1550,469,361,238,150,209,66,266,99,25,374,492,7.116893705834897,28,1,4,3944.103845214222
7469,1503,433,126,81,307,136,164,285,155,16,268,327,1.1575670177783048,20,0,2,3838.055071381298
9700,2614,685,154,102,110,56,93,422,157,22,121,113,0.43589300758734906,13,1,4,5009.2767923074825
4451,2643,777,498,221,369,232,91,426,177,93,126,851,9.828002510700461,10,0,5,0.0
4751,714,537,419,188,362,377,156,314,90,13,229,496,7.462416228109997,4,1,6,803.8949278643458
5280,2741,647,348,167,296,348,102,176,163,72,376,960,6.057759357094842,0,0,4,0.0
7800,2170,783,372,96,285,63,133,174,169,78,188,948,3.1624905312702523,7,1,6,2239.556967452478
7658,1813,556,358,139,395,149,27,215,76,89,121,107,2.7565747793774973,27,1,6,3718.870762927998
5934,1384,248,365,109,320,293,88,439,114,82,492,59,1.3537303922928234,2,0,1,1867.197485247378
9869,2586,695,290,85,180,218,97,148,176,85,258,286,6.085431982553041,12,1,1,4790.567442418459
6734,2387,545,162,278,321,281,64,418,191,87,272,381,5.759835695659529,22,1,3,1338.3948173828574
6346,1438,492,444,297,478,160,180,338,72,24,100,917,9.355034399536951,14,1,4,1648.8785333157778
4873,1438,349,440,237,269,396,126,382,71,14,114,874,6.278154916660568,16,0,6,144.2311244991676
9219,705,781,203,210,185,389,57,297,76,51,257,24,4.514585926528955,25,1,1,5906.544572657118
7534,1441,744,492,274,143,151,159,460,74,27,368,242,8.972927768693436,1,1,6,2877.9716895266642
6803,1054,459,387,91,360,266,86,157,147,81,177,587,6.1405595619344275,13,0,0,3029.4046452809134
8979,2019,521,358,277,203,289,123,221,140,17,133,668,7.14253803260285,5,0,3,4204.280542481273
4979,1270,276,260,62,383,289,176,221,134,98,252,321,6.266675649977609,26,0,6,1385.8973741995062
3698,748,309,270,191,327,270,169,364,152,77,132,525,1.6943904893764183,21,0,5,88.9677026082131
4312,1597,746,208,235,287,319,181,312,180,35,334,305,1.2385012226789782,5,0,4,0.0
